,username,description,location,following,followers,totaltweets,tweetid,source,tweetdate,tweetlength,likescount,retweetcount,text,hashtags,len_hashtags,city,country,Subjectivity,Polarity,Analysis
1998,ciarale01,"Work @mencap_charity & Ambassador @eveappeal & @jotrust & Trustee @sunnybankepsom & @h2htheatre & 
@dancesyndrome patron & I have a LD. & All Views are my own","Surrey, uk ",5707,5185,297192,1336395162000502789,ANDROID,2020-12-08,197,8,1,last 2 injections led full blown panic attacks want covid19vaccine turn im akready terrified poor person mine mayswearandcry,"['COVID19Vaccine', 'Mayswearandcry']",2,Surrey,ENGLAND,0.4055555555555556,-0.01666666666666668,Negative
1999,JatinderHayre_,Labour Activist 🌹| Medical Student 🩺 | Fabian💡| Socialism ✊🏽 | Journalism 📰 | Social Justice ⚖️ | Keep Our NHS Public 🌈,"Wolverhampton, England",2629,1852,1021,1336395135765139467,APPLE,2020-12-08,155,1,0,wonder bill gates going spend first day control margaret keenan 90 coventry covid19vaccine covidiot,"['COVID19Vaccine', 'COVIDIOT']",2,Wolverhampton,ENGLAND,0.3333333333333333,0.25,Positive
2000,jendlake,"Theme Lead @uoftmedicine/ PhD student @ihpmeuoft / Lecturer @uoftpharmacy
Interested #collaboration #healthcare #pharmacy.  I talk about food a lot. My opinions","Toronto, ON CANADA",3921,2491,20178,1336821906364837888,ANDROID,2020-12-09,152,2,0,good thread covid covid19vaccine allergies essential topic next year ht tco3wxgyysn9i,"['covid', 'COVID19Vaccine', 'allergies']",3,Toronto,CANADA,0.30000000000000004,0.2333333333333333,Positive
2002,Lex_Jurgen,"My pronouns are cornhole, cornholing, and cornholio. Check out my latest piece: https://t.co/vHr1o1zEjO","Los Angeles, CA",150,5032,15674,1336820266454851584,WEB,2020-12-09,181,0,0,really couldnt approve covid19vaccine today like everybody busy finishing paperwork planning office holiday party put tomorrow,['COVID19Vaccine'],1,Los Angeles,USA,0.25,0.15000000000000002,Positive
2005,BeccaRauschMA,"Mom, spouse, @MA_Senate member for Norfolk-Bristol-Middlesex Dist. RT≠endorsement. She/her. Campaign things @becca_rausch. #MApoli #TodayInTheDome #SenatorMommy","Massachusetts, USA",1160,2388,4297,1336819112882958338,WEB,2020-12-09,294,3,2,covidvaccination critical promise excuse stop increasing spread covid19 save lives prevent pain trauma read full statement mapoli covid19vaccine covidvaccine publichealth,"['COVIDvaccination', 'COVID19', 'MApoli', 'COVID19Vaccine', 'CovidVaccine', 'publichealth']",6,Massachusetts,USA,0.46666666666666673,0.09999999999999999,Positive
2006,watty76728,"hidden talented but those who hold my ❤ know the truth ©®
riribix40@gmail.com 
⭐
 mysterious qualities
mixed Arab/Asian","Sheffield, England",865,311,7635,1336818743675138048,ANDROID,2020-12-09,273,1,0,got asked keyworker covid19vaccine since dec trended didnt catch ever colds still went work flujab arrest gave fever n headache n made tired still went work lol choice covid jab,"['keyworker', 'COVID19Vaccine', 'colds', 'flujab']",4,Sheffield,ENGLAND,0.4666666666666666,0.11666666666666668,Positive
2007,lkjtexas,"Those who stand for nothing, fall for anything    — Alexander Hamilton

#Vote🇺🇸 #BidenHarris","Texas, USA",5406,4923,447934,1336818183265787914,ANDROID,2020-12-09,92,0,0,wonderful tweet especially america waiting covid19vaccine,['COVID19Vaccine'],1,Texas,USA,1.0,0.5,Positive
2011,TheLastPersont2,🧡🧡🧡🧡🧡🧡🧡🧡🧡  #FBPE  #RejoinEU  Covid-19  #MSDStrong  #SantaFeStrong  #TOStrong #PittsburghStrong #VBStrong  #ElPasoStrong  #DaytonStrong  #EndGunViolence,"London, UK",4108,4189,44584,1336815137097977858,WEB,2020-12-09,189,6,3,useful indication uk population vaccinated assuming particular oxford astrazeneca covid19vaccine approved soon newsnight covid19 coronavirus,"['COVID19Vaccine', 'Newsnight', 'COVID19', 'coronavirus']",4,London,ENGLAND,0.16666666666666666,0.23333333333333334,Positive
2012,Mumssayradio,LET'S T👄LK ABOUT IT CAMPAIGN 🎤Live Radio Station🎤 Global conversation for the parenting community 🎤▪️Hard Hitting Topics🥊 https://t.co/WmplOfppTq,"England, United Kingdom",291,287,1692,1336814981552156672,ANDROID,2020-12-09,123,0,0,consider thiswhat medical doctors right covid19vaccine covid19 medicaldoctors,"['COVID19Vaccine', 'COVID19', 'medicaldoctors']",3,England,ENGLAND,0.26785714285714285,0.14285714285714285,Positive
2014,BusyDrT,Doctor who speaks out about vaccines.,"Cleveland, Ohio",323,79901,15452,1336814763561668609,APPLE,2020-12-09,257,1081,465,first woman receive covid19vaccine yesterday dec 8 2020 also filmed receiving shot oct 22 2020 outfit nurse room chair amp camera angle probably coincidence,['COVID19Vaccine'],1,Cleveland,USA,0.3333333333333333,0.25,Positive
2016,Brotein_Sheik,PhD candidate 🇸🇦 🇺🇸 Petroleum engineer 🛢 President-elect 👌🏻,"Houston, TX",2194,714,9559,1336813993478983680,APPLE,2020-12-09,82,2,0,boys getting vaccine covid19vaccine,['COVID19Vaccine'],1,Houston,USA,0.0,0.0,Neutral
2018,AAFANational,"Asthma and Allergy Foundation of America the oldest and largest nonprofit patient group fighting to save lives via advocacy, research, education and support.","Washington, DC",3268,9966,7815,1336812113415663616,ANDROID,2020-12-09,270,4,1,uk revised warnings shared earlier tweaking advice make clear youve got food allergy youre risk imperial college londons paul turner expert allergy immunology covid19vaccine,['COVID19Vaccine'],1,Washington,USA,0.44166666666666665,0.05000000000000001,Positive
2019,N16Breda,"Irish in Hackney ☘ Member of @LdnIrishARC.
Taking time out from @BredaCorish work to study #History at QMUL.
A trustee for @IrishInBritain 
RT not = endorsement","Stoke Newington, London",2709,1282,14251,1336811652583464964,ANDROID,2020-12-09,95,2,0,hackneyites great opp volunteer wuth covid19vaccine rollout,"['volunteer', 'COVID19Vaccine']",2,Stoke Newington,LONDON,0.75,0.8,Positive
2020,djalwayssmiling,"Love music-#cigars and enjoys #life , also check out my #YouTube channel awesome channel ""DJ ALWAYS SMILING"" and my https://t.co/q333KuuE5l","Illinois, USA",65,11,79,1336811312920334345,APPLE,2020-12-09,132,1,0,heard news u cant drink alcohol two months u take covid19vaccine,['COVID19Vaccine'],1,Illinois,USA,0.0,0.0,Neutral
2021,19Doug64,"Life is beautiful and we need to work to keep it that way, Create Change, Help Others","Orillia, Ontario",122,63,2015,1336811078618144769,APPLE,2020-12-09,273,1,0,u seen ingredients canada amp world used guinea pigs u take covid19vaccine im surprised u would used think albertans independent freedomloving folks u r making rethink,"['Canada', 'world', 'COVID19Vaccine', 'Albertans', 'independent', 'freedom']",6,Orillia,CANADA,0.5125,0.05,Positive
2025,RydellViveka,"Opening doors. Passionate leader & immigrant, bringing people & ideas together to solve problems: healthcare, food systems, community engagement & philanthropy.","Healdsburg, CA",3405,235,561,1336810746403934208,APPLE,2020-12-09,85,2,0,looking forward healthequity trust covid19vaccine,"['healthequity', 'trust', 'COVID19Vaccine']",3,Healdsburg,USA,0.0,0.0,Neutral
2026,19Doug64,"Life is beautiful and we need to work to keep it that way, Create Change, Help Others","Orillia, Ontario",122,63,2015,1336810181590724608,APPLE,2020-12-09,264,0,0,covid19vaccine wont u seen side effects daughters wont either want children later covid19 canada disappoint lot canadians let us real reporter,"['COVID19Vaccine', 'children', 'COVID19', 'Canada', 'Canadians']",5,Orillia,CANADA,0.15000000000000002,0.1,Positive
2028,Victori88325151,Mother | Marketer | Social Activist | Voice Of Reason,"Chattanooga, TN",53,5,46,1336810028167262210,WEB,2020-12-09,231,0,0,promising science could save many lives lt3 thank covid19 covid19vaccine kamalaharrisvp,"['COVID19', 'COVID19Vaccine', 'KamalaHarrisVP']",3,Chattanooga,USA,0.5,0.35,Positive
2029,OllyBrown,NIHR Academic Clinical Fellow in Cardiology. Lover of all things heart related.,"Leeds, England",123,109,224,1336809983783161857,APPLE,2020-12-09,206,4,0,point dying 91yearolds vaccination interview goe via someone aspire maybe positivity covid19vaccine positivity,"['COVID19Vaccine', 'positivity']",2,Leeds,ENGLAND,0.0,0.0,Neutral
2031,HolisticZombie,"Merry COVID Christmas 
 from ZOMBIELAND 
  in #LockDown....again !!!
  #TheGreatReset #FightBack #NoMoreLockdowns","Toronto, Canada ",3971,1838,15777,1336809947225526274,WEB,2020-12-09,201,1,0,wait vulnerable get vaccination first human testing nursing homes low income covid19vaccine covidvaccine,"['COVID19Vaccine', 'CovidVaccine']",2,Toronto,CANADA,0.3083333333333333,-0.0625,Negative
2034,vanartsradio,The online station run by students enrolled in the VanArts - Broadcasting & Online MediaProgram. To listen: https://t.co/FrFpevME5V,"Vancouver, B.C.",2208,523,3547,1336809773623353347,ANDROID,2020-12-09,89,1,0,hell freaking yes lets go os covid19vaccine canada,"['COVID19Vaccine', 'Canada']",2,Vancouver,BC,0.0,0.0,Neutral
2035,zanneslaw,"J.D. Law, #LegalTech consultant, #Fibro Warrior, Model/Actor. She/Her. 🇨🇦🇬🇷 @ramoneLIVE  https://t.co/jL5Lths6mj","Toronto, Ontario",35171,34045,8964,1336809713749602305,ANDROID,2020-12-09,275,5,1,canada monitoring pfizer vaccine uk allergic reactions people history significant allergic reactions vaccine medicine food receive pfizer vaccine darn im group anyone else covid19vaccine,['COVID19Vaccine'],1,Toronto,CANADA,0.875,0.375,Positive
2037,CatherineWABI,Assistant News Director/Noon Anchor at WABI TV5. #wife #twinmom #journalist Links & RTs ≠ endorsements. Opinions are my own. Connect with me at cpegram@wabi.tv,"Bangor, ME",730,601,4522,1336809424200085509,APPLE,2020-12-09,156,0,0,mainecdc says covid19vaccine means mark end pandemic start slow decline cases,"['COVID19Vaccine', 'pandemic']",2,Bangor,USA,0.39999999999999997,-0.30000000000000004,Negative
2038,don2talljuan,Just say no!,"Rock Hill, SC",1049,122,4036,1336809395393601544,WEB,2020-12-09,34,0,0,get covid19vaccine,['COVID19Vaccine'],1,Rock Hill,USA,0.0,0.0,Neutral
2039,PertectlyFrank,"Frank Magnani is a seasoned Wall Street executive who is passionate about healthcare, saving Medicare and Social Security, and protecting our planet.","New York, USA",5,1,71,1336809334475468800,APPLE,2020-12-09,299,1,1,need one gop senator standup confront trump hell wrong party plan 2024 get nation running people dying broke covid19vaccine trump,"['COVID19Vaccine', 'trump']",2,New York,USA,0.9,-0.5,Negative
2040,ThePhotowagon,"Semi-retired technology teacher, designer, artist, futurist, activist, motorcyclist, Maker, 3D, hydroponics, electronics. See designs: https://t.co/9t5tfmfI3T","Ottawa, Ontario, Canada",2898,2909,84354,1336808951527174147,ANDROID,2020-12-09,201,1,0,buckabeerpremier dougfraud utter failure play mob boss drinkupsuckers nevervoteconservative ontariopcunfittogovern onpoli covid19vaccine,"['BuckABeerPremier', 'DougFraud', 'DrinkUpSuckers', 'NeverVoteConservative', 'OntarioPCUnfitToGovern', 'onpoli', 'COVID19Vaccine']",7,Ottawa,CANADA,0.65,-0.15833333333333335,Negative
2041,83southhealth,Health Education and Health Communication Services by @healthednerd | #PublicHealth #Nursing #HealthLiteracy #Cancer #83southhealth | Instagram @83southhealth,"Durham, North Carolina, USA ",67,21,45,1336808940693311489,APPLE,2020-12-09,149,0,0,takeaway messaging words important regards covid19vaccine saying side effect reaction vs adverse event covid19conversations,"['COVID19Vaccine', 'covid19conversations']",2,Durham,USA,1.0,0.4,Positive
2043,seeafillem6277,I yam what I yam ~Popeye,"New York state of mind, Utah",262,52,717,1336808371740033025,WEB,2020-12-09,84,0,0,important vaccine vaccines covid covid19vaccine,"['vaccine', 'vaccines', 'COVID', 'COVID19Vaccine']",4,New York state of mind,USA,1.0,0.4,Positive
2046,Microbe_Mineral,Earth science professor / geomicrobiologist He/him.,"Delaware, OH",74,44,1224,1336807982391300096,ANDROID,2020-12-09,255,0,0,cried listening coverage first covid19vaccine administration uk dont think appreciated perpetual stress ive trying keep kids students safe healthy ready,['COVID19Vaccine'],1,Delaware,USA,0.38666666666666666,0.32999999999999996,Positive
2047,CHEManager_EU,"Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB","Weinheim, Germany",1197,3452,24017,1336807587552112652,TWEETDECK,2020-12-09,264,1,0,tx biotech poised receiving eua mrnabased covid19vaccine merck said already made substantial gains shares held since 2015 2018,"['biotech', 'EUA', 'Covid19vaccine']",3,Weinheim,EUROPE,0.0,0.0,Neutral
2050,CurlyKittenz,Nothing strengthens Authority as much as silence.,"England, United Kingdom",1553,873,8972,1336807338796343306,ANDROID,2020-12-09,139,1,0,big list holistic doctors died courtesy vaccination holistic vaccin covid19vaccine,"['vaccination', 'holistic', 'Vaccin', 'COVID19Vaccine']",4,England,ENGLAND,0.1,0.0,Neutral
2051,MarleneLeafs,📍Displaced Torontonian 🌊 Lake Superior ❇️Lord Huron 🕹Adventurer 🚙Road Tripper ...... 🍁Toronto Maple Leafs,"Manitoba, Canada",250,343,15988,1336807283192426498,APPLE,2020-12-09,132,0,0,adverse reaction took tylenol vaccination dont get undies knot people covid19vaccine,"['vaccination', 'COVID19Vaccine']",2,Manitoba,CANADA,0.0,0.0,Neutral
2052,DrLaurenWilson,Pediatric hospitalist. Child advocate.  @UWMedicine WWAMI #MedEd. VP MT chapter @AmerAcadPeds. Enthusiastic but terrible hockey player. Views my own. She/her.,"Missoula, MT",850,649,990,1336807232390959104,ANDROID,2020-12-09,220,100,3,found unit hospital likely receive covid19vaccine dec 1618 darn excited us count enthusiastically board reviewing information available vaccineswork,"['COVID19Vaccine', 'VaccinesWork']",2,Missoula,USA,0.7166666666666667,0.25833333333333336,Positive
2053,TheUsmanButt,"Television Journalist, Researcher, AP and Writer. Huff Post, BBC and London360","London, UK",1166,469,8005,1336806952568037376,APPLE,2020-12-09,167,0,0,uk media clearly confident success covid19vaccine gone back discussing everyones favourite prepandemic topic brexit,"['COVID19Vaccine', 'Brexit']",2,London,ENGLAND,0.2777777777777778,0.26666666666666666,Positive
2055,el_nomad,"#LFC #LFCFollowback #LFCFamily
Black & Muslim Lives Matter - Anti-Racism (Not Anti-White)  #OneHumanRace #Truther #DontFallForTheDivideAndConquer #Unity","Manchester, UK",964,790,1196,1336806868862251009,WEB,2020-12-09,98,0,0,covid19vaccine may give people immunity 90 days say scientists,['COVID19Vaccine'],1,Manchester,ENGLAND,0.0,0.0,Neutral
2056,CMHaughey,Personal Injury and Clinical Negligence Practitioners,"Dublin 8, Ireland",1949,859,7881,1336806600129060866,APPLE,2020-12-09,165,1,0,covid19vaccine former allergan ceo pfizer 27s 1950 covid19 vaccine dose price 27is pretty good bargain27 via,['COVID19Vaccine'],1,Dublin 8,EUROPE,0.5333333333333333,0.31666666666666665,Positive
2059,ReinaldoTorral2,"Common sense and personal responsibility, try that before blaming others! Like = Like & RT = RT. 😎","Irvine, CA",360,390,14757,1336806395866333186,APPLE,2020-12-09,169,0,0,bill gates coronavirus vaccine side effects trial participants warn intense symptoms possible adverse effects covid19vaccine,['COVID19Vaccine'],1,Irvine,USA,1.0,0.1,Positive
2060,RedRiding2024,"Mother, Daughter, Sister. Investor, Inventor, Mentor. Impossible... never.","Washington, DC",43,5,69,1336806329411842049,APPLE,2020-12-09,238,3,0,good news spread best onboard announcement united flight today tpa folks good news vaccines coming lot flights belgium chicago minessota covid19vaccine,['COVID19Vaccine'],1,Washington,USA,0.5000000000000001,0.7999999999999999,Positive
2063,jenkilks,"Recovering coder turned entrepreneur. 😎
Boss Lady 💪 Wife 💍 Boy Mom 💙💙 
Obsessed with digital marketing, female empowerment, history, human rights  +","Las Vegas, NV",915,1196,8405,1336806284784328705,WEB,2020-12-09,198,0,0,idea high risk son may able get vaccinated high risk individuals well need cry break covid covid19vaccine,"['COVID', 'COVID19Vaccine']",2,Las Vegas,USA,0.5683333333333334,0.2733333333333334,Positive
2065,FrannyCrawford1,"Mother, doctor, helper, teacher, friend, neighbour, homeowner, cyclist, runner, music lover, traveller to the places that are heaven on earth.","Kingston, Ontario, Canada",481,1448,34904,1336806095445053441,APPLE,2020-12-09,193,7,0,celebration 2 im making hobby future celebrations health canada approves vaccine next approval soon covid19 covid19vaccine fransion,"['COVID19', 'COVID19Vaccine', 'fransion']",3,Kingston,CANADA,0.0625,0.0,Neutral
2068,jenkilks,"Recovering coder turned entrepreneur. 😎
Boss Lady 💪 Wife 💍 Boy Mom 💙💙 
Obsessed with digital marketing, female empowerment, history, human rights  +","Las Vegas, NV",915,1196,8405,1336805802271678464,WEB,2020-12-09,199,0,0,people history significant allergic reactions currently receive pfizerbiontech vaccine covid19vaccine allergy,"['COVID19Vaccine', 'Allergy']",2,Las Vegas,USA,0.6375,0.1875,Positive
2070,LawrenceGostin,Director @ONeillInstitute; Chaired Prof. Global Health Law @GeorgetownLaw; Director @WHO Center on Public Health & Human Rights; Global Editor @JAMA_current,"Washington, DC",772,13765,4128,1336805477729132544,WEB,2020-12-09,303,29,7,tomorrow awesome day fda covid19vaccine panel meets show stopper signals beginning end pandemic launch seminal text foundations global health human rights tco7ja7eqq4ec,['COVID19Vaccine'],1,Washington,USA,0.3666666666666667,0.3333333333333333,Positive
